commit,line,message,time,ngram,leven,code,flag
-68.0,-7054.0,5.0,17618.0,50.0,46.0,5.0,2.0
-51.0,-6526.0,34.0,11938.0,25.0,64.0,10.0,2.0
-47.0,-6199.0,85.0,-11501.0,36.0,119.0,12.0,3.0
0.0,0.0,0.0,-7015.0,81.0,1.0,4.0,3.0
-792.0,-48355.0,26.0,-7197575.0,25.0,56.0,4.0,3.0
6.0,125.0,77.0,83474.0,24.0,222.0,13.0,1.0
0.0,0.0,12.0,-945237.0,45.0,102.0,14.0,3.0
0.0,0.0,-23.0,-7132.0,76.0,1.0,5.0,3.0
0.0,0.0,-2.0,-4129415.0,46.0,99.0,14.0,1.0
0.0,0.0,7.0,7327745.0,44.0,101.0,14.0,3.0
0.0,0.0,7.0,7327745.0,35.0,22.0,4.0,3.0
0.0,0.0,7.0,7327745.0,18.0,122.0,14.0,3.0
0.0,0.0,7.0,7327745.0,39.0,19.0,4.0,3.0
0.0,0.0,7.0,7327745.0,21.0,341.0,29.0,3.0
0.0,0.0,7.0,7327745.0,44.0,20.0,4.0,3.0
0.0,0.0,7.0,7327745.0,74.0,6.0,4.0,3.0
-664.0,-47287.0,-10.0,-273829.0,81.0,32.0,6.0,2.0
653.0,46858.0,0.0,248435.0,78.0,2.0,6.0,3.0
10.0,506.0,2.0,-178529.0,59.0,34.0,10.0,3.0
-645.0,-46745.0,0.0,-493546.0,64.0,33.0,9.0,2.0
-632.0,-46486.0,-20.0,1797.0,49.0,27.0,6.0,3.0
-19.0,-1960.0,-1.0,53356.0,62.0,62.0,11.0,3.0
0.0,0.0,62.0,-3565585.0,0.0,33.0,4.0,3.0
-349.0,-19329.0,-30.0,-2417613.0,37.0,27.0,4.0,3.0
-349.0,-19329.0,-30.0,-2417613.0,33.0,27.0,4.0,3.0
-31.0,-9196.0,-39.0,-155945.0,85.0,6.0,8.0,3.0
-31.0,-9196.0,-39.0,-155945.0,79.0,8.0,8.0,2.0
-345.0,-18137.0,30.0,-737040.0,25.0,44.0,6.0,3.0
-346.0,-18185.0,29.0,-600810.0,5.0,39.0,6.0,3.0
-346.0,-18185.0,29.0,-600810.0,77.0,1.0,4.0,3.0
-345.0,-18144.0,-1.0,-2196648.0,28.0,20.0,4.0,3.0
-345.0,-18144.0,-1.0,-2196648.0,40.0,91.0,14.0,2.0
-345.0,-18144.0,-1.0,-2196648.0,17.0,1.0,5.0,3.0
-395.0,-20092.0,20.0,-75386.0,71.0,1.0,4.0,3.0
40.0,1571.0,-93.0,-16846.0,42.0,141.0,16.0,1.0
0.0,0.0,0.0,-25790.0,49.0,28.0,6.0,1.0
0.0,0.0,-20.0,-393.0,0.0,119.0,4.0,2.0
2603.0,64615.0,-5.0,4128679.0,58.0,16.0,9.0,3.0
-479.0,-2916.0,11.0,-954978.0,2.0,18.0,4.0,3.0
-390.0,-1574.0,-17.0,-1155684.0,65.0,16.0,9.0,3.0
-16.0,-61.0,-1.0,-2889753.0,62.0,17.0,11.0,3.0
-430.0,-2845.0,-28.0,-609992.0,17.0,606.0,25.0,3.0
0.0,0.0,0.0,-845083.0,77.0,47.0,5.0,3.0
0.0,0.0,0.0,-845083.0,97.0,2.0,4.0,3.0
0.0,0.0,0.0,-658036.0,77.0,53.0,5.0,2.0
-2503.0,-61511.0,-23.0,-1609139.0,64.0,160.0,22.0,3.0
-363.0,-2028.0,-41.0,-30621.0,100.0,124.0,22.0,1.0
-365.0,-2166.0,-10.0,-5270078.0,9.0,218.0,6.0,3.0
-364.0,-2422.0,-17.0,-50851.0,66.0,55.0,4.0,3.0
-361.0,-2442.0,-11.0,-5081842.0,4.0,216.0,10.0,3.0
-361.0,-2442.0,-11.0,-5081842.0,98.0,1.0,4.0,3.0
2224.0,62491.0,-32.0,-2269807.0,25.0,50.0,5.0,3.0
-390.0,-2797.0,-38.0,-376471.0,16.0,339.0,22.0,1.0
269.0,2620.0,34.0,14070170.0,65.0,8.0,4.0,3.0
0.0,0.0,-6.0,-232.0,17.0,113.0,9.0,3.0
138.0,2292.0,27.0,63982.0,12.0,86.0,7.0,2.0
-2302.0,-58145.0,-57.0,-5559.0,70.0,11.0,6.0,3.0
-2368.0,-59409.0,17.0,-533312.0,36.0,60.0,6.0,3.0
2341.0,58804.0,32.0,66455.0,5.0,72.0,7.0,2.0
2247.0,55928.0,-2.0,76822.0,18.0,83.0,4.0,3.0
2247.0,55928.0,-2.0,76822.0,23.0,72.0,4.0,3.0
2.0,-16.0,-25.0,-3099.0,24.0,67.0,8.0,3.0
0.0,0.0,49.0,165037.0,50.0,28.0,5.0,3.0
0.0,0.0,49.0,165037.0,53.0,210.0,27.0,1.0
2145.0,51317.0,18.0,31388085.0,5.0,343.0,29.0,3.0
-2008.0,-47636.0,-25.0,-7785964.0,15.0,55.0,6.0,3.0
-54.0,-415.0,-4.0,-5019268.0,70.0,71.0,7.0,3.0
0.0,0.0,-13.0,-372.0,21.0,153.0,10.0,3.0
1948.0,47436.0,-5.0,930603.0,23.0,451.0,16.0,3.0
0.0,0.0,1.0,86662.0,100.0,0.0,6.0,3.0
-1908.0,-45683.0,32.0,42007.0,1.0,175.0,14.0,1.0
0.0,0.0,13.0,-915.0,20.0,640.0,54.0,3.0
0.0,0.0,4.0,-367.0,27.0,15.0,4.0,3.0
1780.0,45293.0,2.0,2069815.0,13.0,87.0,4.0,3.0
1773.0,45283.0,-28.0,11272760.0,21.0,89.0,4.0,3.0
877.0,15309.0,21.0,10272258.0,28.0,20.0,4.0,3.0
877.0,15309.0,21.0,10272258.0,15.0,22.0,4.0,3.0
877.0,15309.0,21.0,10272258.0,11.0,157.0,15.0,3.0
877.0,15309.0,21.0,10272258.0,25.0,122.0,10.0,3.0
877.0,15309.0,21.0,10272258.0,30.0,122.0,10.0,3.0
0.0,0.0,23.0,1433.0,82.0,1.0,4.0,3.0
0.0,0.0,23.0,1433.0,66.0,70.0,5.0,3.0
0.0,0.0,-8.0,-2481168.0,45.0,37.0,4.0,3.0
0.0,0.0,-8.0,-2481168.0,7.0,236.0,11.0,1.0
0.0,0.0,-8.0,-2481168.0,81.0,29.0,4.0,3.0
-625.0,-13202.0,3.0,-512275.0,9.0,454.0,18.0,2.0
-625.0,-13202.0,3.0,-512275.0,9.0,578.0,22.0,2.0
187.0,957.0,8.0,490975.0,3.0,81.0,5.0,3.0
187.0,957.0,8.0,490975.0,5.0,58.0,5.0,3.0
-537.0,-11848.0,-15.0,2198054.0,31.0,44.0,4.0,3.0
-537.0,-11848.0,-15.0,2198054.0,2.0,407.0,29.0,3.0
135.0,627.0,16.0,509567.0,63.0,21.0,6.0,3.0
-558.0,-10602.0,1.0,272488.0,21.0,268.0,26.0,2.0
658.0,12390.0,4.0,30237.0,75.0,16.0,6.0,3.0
513.0,11445.0,45.0,-2842.0,1.0,41.0,4.0,3.0
528.0,11128.0,16.0,10289832.0,81.0,8.0,4.0,3.0
-25.0,262.0,28.0,177474.0,0.0,220.0,12.0,3.0
-495.0,-10647.0,15.0,-7992378.0,15.0,381.0,36.0,1.0
-495.0,-10647.0,15.0,-7992378.0,47.0,347.0,47.0,1.0
-436.0,-8749.0,-46.0,168079.0,34.0,43.0,4.0,3.0
-436.0,-8749.0,-46.0,168079.0,34.0,43.0,4.0,3.0
-436.0,-8749.0,-46.0,168079.0,34.0,43.0,4.0,3.0
457.0,10046.0,17.0,-173277.0,31.0,165.0,5.0,1.0
348.0,8513.0,13.0,-10780.0,14.0,37.0,4.0,3.0
-338.0,-6149.0,4.0,-120229.0,0.0,22.0,4.0,3.0
304.0,-191.0,-10.0,1914298.0,0.0,24.0,4.0,3.0
-248.0,-5083.0,-3.0,168560.0,0.0,6.0,3.0,1.0
-248.0,-5083.0,-3.0,168560.0,27.0,55.0,10.0,3.0
-248.0,-5083.0,-3.0,168560.0,74.0,151.0,50.0,3.0
-118.0,-4010.0,-24.0,-257045.0,5.0,242.0,20.0,3.0
-118.0,-4010.0,-24.0,-257045.0,0.0,167.0,6.0,3.0
0.0,0.0,14.0,1474921.0,79.0,5.0,4.0,3.0
0.0,0.0,14.0,1474921.0,90.0,5.0,4.0,3.0
0.0,0.0,14.0,1474921.0,80.0,5.0,4.0,3.0
0.0,0.0,14.0,1474921.0,81.0,5.0,4.0,3.0
41.0,358.0,21.0,1682237.0,0.0,378.0,11.0,1.0
8.0,-4076.0,-1.0,688075.0,10.0,105.0,10.0,2.0
25.0,257.0,-28.0,3800979.0,50.0,67.0,9.0,3.0
-26.0,-276.0,-29.0,-510207.0,43.0,19.0,5.0,1.0
19.0,3450.0,-14.0,-115958.0,3.0,3272.0,170.0,1.0
1.0,74.0,-15.0,-226447.0,89.0,30.0,25.0,3.0
1.0,74.0,-15.0,-226447.0,28.0,139.0,10.0,1.0
-283.0,-17002.0,17.0,-7191442.0,89.0,19.0,24.0,3.0
264.0,11318.0,-13.0,591594.0,52.0,27.0,6.0,3.0
258.0,11256.0,10.0,4900650.0,64.0,22.0,14.0,3.0
257.0,11245.0,-107.0,5015939.0,34.0,167.0,6.0,3.0
257.0,11245.0,-107.0,5015939.0,80.0,22.0,6.0,3.0
250.0,11183.0,-226.0,31273936.0,3.0,54.0,6.0,3.0
250.0,11183.0,-226.0,31273936.0,66.0,30.0,9.0,3.0
241.0,8075.0,-77.0,7623038.0,0.0,76.0,11.0,3.0
0.0,6.0,24.0,3702521.0,27.0,223.0,21.0,3.0
214.0,7104.0,-1.0,6023913.0,35.0,84.0,12.0,1.0
214.0,7107.0,-4.0,6307506.0,4.0,40.0,6.0,3.0
0.0,0.0,0.0,0.0,93.0,1.0,4.0,3.0
-196.0,-6891.0,19.0,-5643657.0,59.0,20.0,8.0,2.0
192.0,6652.0,-71.0,232854.0,23.0,88.0,7.0,3.0
186.0,5946.0,-38.0,18955229.0,83.0,25.0,6.0,3.0
0.0,0.0,-92.0,1968.0,83.0,1.0,4.0,3.0
-172.0,-5117.0,110.0,-245036.0,13.0,349.0,27.0,3.0
4.0,595.0,-33.0,3190738.0,24.0,74.0,6.0,2.0
4.0,595.0,-33.0,3190738.0,77.0,33.0,7.0,3.0
56.0,3177.0,156.0,1120080.0,2.0,12486.0,498.0,1.0
56.0,3177.0,156.0,1120080.0,46.0,36.0,4.0,3.0
56.0,3177.0,156.0,1120080.0,0.0,686.0,28.0,3.0
51.0,3276.0,-16.0,541257.0,3.0,12419.0,481.0,1.0
-142.0,-4510.0,72.0,417796.0,77.0,6.0,4.0,3.0
147.0,4910.0,8.0,609704.0,42.0,475.0,52.0,2.0
147.0,4910.0,8.0,609704.0,4.0,46.0,8.0,2.0
147.0,4910.0,8.0,609704.0,8.0,797.0,37.0,2.0
147.0,4910.0,8.0,609704.0,25.0,492.0,24.0,2.0
147.0,4910.0,8.0,609704.0,47.0,437.0,73.0,2.0
147.0,4910.0,8.0,609704.0,62.0,53.0,21.0,2.0
129.0,4670.0,-23.0,-58268.0,33.0,83.0,8.0,3.0
125.0,4664.0,-36.0,213328.0,67.0,10.0,4.0,3.0
110.0,4570.0,-19.0,55203.0,37.0,80.0,12.0,3.0
110.0,4570.0,-19.0,55203.0,27.0,187.0,16.0,3.0
7.0,1443.0,6.0,-1528470.0,38.0,111.0,24.0,3.0
0.0,0.0,-24.0,-291989.0,1.0,1703.0,49.0,3.0
0.0,0.0,-24.0,-291989.0,8.0,778.0,11.0,2.0
-76.0,-1044.0,-32.0,9135.0,1.0,12089.0,14.0,1.0
148.0,5587.0,44.0,-1350521.0,19.0,188.0,11.0,3.0
-85.0,-3255.0,1.0,26056.0,0.0,5950.0,160.0,3.0
0.0,0.0,25.0,-1204.0,81.0,4.0,4.0,3.0
182.0,8928.0,25.0,4501.0,68.0,31.0,6.0,3.0
182.0,8928.0,25.0,4501.0,47.0,8588.0,536.0,3.0
182.0,8928.0,25.0,4501.0,13.0,10227.0,351.0,3.0
-28.0,-743.0,-29.0,142756.0,54.0,101.0,10.0,3.0
0.0,0.0,59.0,-26524.0,0.0,18.0,4.0,2.0
0.0,0.0,73.0,-5939.0,0.0,82.0,5.0,2.0
0.0,0.0,73.0,-5939.0,0.0,68.0,3.0,2.0
0.0,0.0,73.0,-5939.0,12.0,569.0,22.0,2.0
0.0,0.0,73.0,-5939.0,0.0,94.0,5.0,2.0
0.0,0.0,73.0,-5939.0,0.0,484.0,28.0,2.0
0.0,0.0,73.0,-5939.0,0.0,71.0,3.0,1.0
0.0,0.0,73.0,-5939.0,23.0,80.0,5.0,3.0
0.0,0.0,0.0,0.0,80.0,5.0,4.0,3.0
0.0,0.0,0.0,0.0,85.0,6.0,4.0,3.0
0.0,0.0,0.0,0.0,40.0,103.0,15.0,1.0
0.0,0.0,0.0,0.0,0.0,77.0,3.0,1.0
0.0,0.0,22.0,522248.0,68.0,20.0,6.0,1.0
0.0,0.0,-18.0,75091.0,68.0,5.0,6.0,2.0
0.0,0.0,32.0,22496.0,68.0,5.0,6.0,2.0
0.0,0.0,-264.0,-91204.0,71.0,4.0,6.0,3.0
0.0,0.0,-65.0,17948.0,58.0,11.0,6.0,2.0
-593.0,-10580.0,-145.0,565129.0,9.0,611.0,14.0,1.0
-593.0,-10580.0,-145.0,565129.0,4.0,1414.0,4.0,3.0
-593.0,-10580.0,-145.0,565129.0,4.0,1354.0,4.0,3.0
-593.0,-10580.0,-145.0,565129.0,2.0,1653.0,32.0,1.0
-593.0,-10580.0,-145.0,565129.0,4.0,1756.0,4.0,3.0
-481.0,-2639.0,52.0,-35118.0,57.0,13.0,6.0,3.0
388.0,89336.0,9.0,-78692.0,26.0,28.0,4.0,3.0
388.0,89336.0,9.0,-78692.0,0.0,91.0,5.0,3.0
388.0,89336.0,9.0,-78692.0,54.0,58.0,10.0,3.0
149.0,-35023.0,2.0,-207993.0,0.0,13568.0,47.0,3.0
541.0,319470.0,-2.0,28046975.0,1.0,100.0,8.0,3.0
541.0,319470.0,-2.0,28046975.0,28.0,132.0,9.0,3.0
541.0,319470.0,-2.0,28046975.0,53.0,61.0,10.0,3.0
230.0,104663.0,29.0,1210589.0,88.0,7.0,6.0,3.0
230.0,104663.0,29.0,1210589.0,49.0,81.0,12.0,3.0
230.0,104850.0,3.0,2381200.0,1.0,140.0,5.0,3.0
230.0,104850.0,3.0,2381200.0,1.0,98.0,4.0,3.0
230.0,104850.0,3.0,2381200.0,0.0,112.0,5.0,3.0
-277.0,-29653.0,-97.0,44007.0,93.0,1.0,6.0,2.0
-505.0,-18181.0,45.0,-144923.0,56.0,2.0,6.0,1.0
-505.0,-18181.0,45.0,-144923.0,52.0,2.0,6.0,1.0
-505.0,-18181.0,45.0,-144923.0,64.0,196.0,90.0,3.0
0.0,0.0,0.0,0.0,59.0,46.0,8.0,1.0
-232.0,-6809.0,-28.0,-40641.0,42.0,23.0,5.0,2.0
-599.0,-626021.0,-12.0,4591395.0,17.0,33.0,7.0,3.0
0.0,0.0,-22.0,679604.0,78.0,4.0,4.0,3.0
2407.0,93225.0,23.0,3191910.0,21.0,29.0,4.0,3.0
0.0,0.0,36.0,627767.0,65.0,35.0,4.0,3.0
0.0,0.0,38.0,405170.0,83.0,9.0,4.0,3.0
2361.0,93129.0,-59.0,11366104.0,36.0,387.0,21.0,1.0
0.0,0.0,-17.0,-380789.0,8.0,533.0,19.0,3.0
0.0,0.0,-17.0,-380789.0,69.0,10.0,4.0,3.0
-2372.0,-93785.0,27.0,2269923.0,6.0,564.0,17.0,3.0
0.0,0.0,34.0,-182341.0,36.0,26.0,4.0,3.0
0.0,0.0,59.0,-63229.0,75.0,1.0,4.0,3.0
0.0,0.0,59.0,-63229.0,75.0,1.0,4.0,3.0
0.0,0.0,59.0,-63229.0,75.0,1.0,4.0,3.0
0.0,0.0,59.0,-63229.0,75.0,1.0,4.0,3.0
0.0,0.0,59.0,-63229.0,75.0,1.0,4.0,3.0
2236.0,90739.0,54.0,47523687.0,28.0,96.0,8.0,3.0
2236.0,90739.0,54.0,47523687.0,0.0,523.0,33.0,3.0
2236.0,90739.0,54.0,47523687.0,60.0,80.0,10.0,3.0
2236.0,90739.0,54.0,47523687.0,8.0,1871.0,83.0,1.0
2236.0,90739.0,54.0,47523687.0,39.0,28.0,6.0,3.0
2213.0,90008.0,112.0,3235767.0,45.0,59.0,8.0,3.0
2213.0,90008.0,112.0,3235767.0,33.0,220.0,15.0,3.0
2213.0,90008.0,112.0,3235767.0,34.0,106.0,9.0,3.0
2213.0,90008.0,112.0,3235767.0,26.0,337.0,17.0,3.0
2137.0,86891.0,-35.0,765417.0,30.0,13.0,4.0,3.0
2103.0,80488.0,-6.0,81025770.0,9.0,18.0,4.0,3.0
2103.0,80488.0,-6.0,81025770.0,67.0,47.0,10.0,3.0
2103.0,80488.0,-6.0,81025770.0,36.0,274.0,12.0,3.0
2096.0,79964.0,20.0,27005524.0,2.0,4634.0,114.0,1.0
2096.0,79964.0,20.0,27005524.0,52.0,94.0,15.0,3.0
2094.0,80238.0,61.0,228193.0,89.0,6.0,8.0,1.0
2090.0,80204.0,22.0,1661269.0,57.0,337.0,51.0,3.0
159.0,10586.0,-58.0,249796.0,50.0,329.0,29.0,2.0
2043.0,77874.0,22.0,360056.0,0.0,327.0,11.0,3.0
2056.0,79186.0,-7.0,608860.0,4.0,490.0,22.0,3.0
2056.0,79186.0,-7.0,608860.0,8.0,107.0,8.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,38.0,106.0,7.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,5.0,1124.0,45.0,2.0
-2009.0,-76089.0,-12.0,-29864661.0,6.0,105.0,6.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,39.0,130.0,6.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,6.0,291.0,10.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,6.0,95.0,5.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,47.0,130.0,7.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,7.0,111.0,7.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,32.0,127.0,9.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,3.0,881.0,31.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,11.0,88.0,10.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,15.0,164.0,5.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,15.0,291.0,15.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,15.0,164.0,5.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,60.0,13.0,6.0,2.0
-2009.0,-76089.0,-12.0,-29864661.0,25.0,47.0,6.0,2.0
-2009.0,-76089.0,-12.0,-29864661.0,46.0,59.0,6.0,3.0
-2009.0,-76089.0,-12.0,-29864661.0,1.0,1106.0,42.0,3.0
1998.0,75833.0,-2.0,3346333.0,4.0,138.0,7.0,1.0
1998.0,75833.0,-2.0,3346333.0,16.0,183.0,5.0,3.0
1998.0,75833.0,-2.0,3346333.0,8.0,173.0,13.0,3.0
1998.0,75833.0,-2.0,3346333.0,65.0,98.0,12.0,3.0
1973.0,75057.0,1.0,40599954.0,22.0,30.0,7.0,3.0
1973.0,75057.0,1.0,40599954.0,12.0,170.0,14.0,3.0
1973.0,75057.0,1.0,40599954.0,34.0,145.0,10.0,3.0
1973.0,75057.0,1.0,40599954.0,25.0,1005.0,44.0,3.0
1973.0,75057.0,1.0,40599954.0,17.0,34.0,4.0,3.0
-1953.0,-74245.0,34.0,104793.0,1.0,4184.0,81.0,2.0
1943.0,74504.0,50.0,18849752.0,7.0,427.0,20.0,3.0
1943.0,74504.0,50.0,18849752.0,31.0,207.0,18.0,3.0
1943.0,74504.0,50.0,18849752.0,32.0,106.0,7.0,1.0
1926.0,74028.0,30.0,35819433.0,9.0,511.0,34.0,3.0
4.0,500.0,13.0,-6350563.0,0.0,411.0,32.0,1.0
-1881.0,-72182.0,-25.0,-9734902.0,2.0,4290.0,80.0,2.0
-1881.0,-72182.0,-25.0,-9734902.0,14.0,728.0,33.0,1.0
1814.0,68605.0,28.0,-12243256.0,2.0,3973.0,75.0,2.0
1860.0,71587.0,-18.0,17078065.0,18.0,187.0,9.0,3.0
1860.0,71587.0,-18.0,17078065.0,95.0,4.0,4.0,3.0
1860.0,71587.0,-18.0,17078065.0,95.0,4.0,4.0,3.0
0.0,0.0,-32.0,12295063.0,43.0,44.0,7.0,3.0
1816.0,69747.0,7.0,30179385.0,1.0,111.0,8.0,3.0
1816.0,69747.0,7.0,30179385.0,0.0,523.0,22.0,2.0
1813.0,69684.0,3.0,2202761.0,55.0,196.0,32.0,3.0
1770.0,66940.0,29.0,632602.0,64.0,77.0,11.0,2.0
1783.0,68786.0,47.0,5184411.0,0.0,46.0,3.0,2.0
1783.0,68786.0,47.0,5184411.0,26.0,160.0,12.0,3.0
1782.0,68473.0,-3.0,270847.0,13.0,26.0,4.0,3.0
2.0,133.0,55.0,-32831867.0,44.0,249.0,19.0,2.0
2.0,133.0,55.0,-32831867.0,68.0,11.0,4.0,3.0
2.0,133.0,55.0,-32831867.0,3.0,831.0,25.0,3.0
2.0,133.0,55.0,-32831867.0,44.0,76.0,8.0,2.0
2.0,133.0,55.0,-32831867.0,41.0,44.0,4.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,78.0,8.0,4.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,3.0,700.0,29.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,92.0,4.0,10.0,2.0
-1774.0,-67579.0,-14.0,-4083258.0,76.0,25.0,4.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,79.0,5.0,4.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,43.0,306.0,25.0,3.0
-1774.0,-67579.0,-14.0,-4083258.0,20.0,203.0,20.0,2.0
30.0,4772.0,18.0,-28736983.0,22.0,140.0,8.0,3.0
30.0,4772.0,18.0,-28736983.0,18.0,157.0,5.0,3.0
30.0,4772.0,18.0,-28736983.0,18.0,402.0,21.0,3.0
30.0,4772.0,18.0,-28736983.0,18.0,157.0,5.0,3.0
30.0,4772.0,18.0,-28736983.0,27.0,128.0,6.0,3.0
30.0,4772.0,18.0,-28736983.0,39.0,146.0,14.0,1.0
30.0,4772.0,18.0,-28736983.0,18.0,169.0,5.0,3.0
30.0,4772.0,18.0,-28736983.0,25.0,183.0,7.0,3.0
30.0,4772.0,18.0,-28736983.0,4.0,106.0,9.0,3.0
30.0,4772.0,18.0,-28736983.0,58.0,20.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,56.0,53.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,76.0,14.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,71.0,14.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,69.0,20.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,69.0,20.0,4.0,3.0
30.0,4772.0,18.0,-28736983.0,17.0,459.0,28.0,3.0
30.0,4772.0,18.0,-28736983.0,36.0,140.0,10.0,3.0
30.0,4772.0,18.0,-28736983.0,2.0,752.0,29.0,3.0
2.0,298.0,0.0,23228.0,52.0,127.0,7.0,1.0
1.0,254.0,17.0,20276.0,11.0,162.0,11.0,1.0
1.0,254.0,17.0,20276.0,95.0,11.0,10.0,1.0
1.0,254.0,17.0,20276.0,32.0,57.0,7.0,1.0
1.0,254.0,17.0,20276.0,14.0,87.0,10.0,1.0
0.0,0.0,0.0,0.0,0.0,605.0,12.0,2.0
-3.0,-95.0,71.0,980173.0,12.0,177.0,18.0,3.0
-1701.0,-65925.0,78.0,-55563319.0,37.0,227.0,10.0,1.0
-1701.0,-65925.0,78.0,-55563319.0,18.0,603.0,17.0,3.0
-1701.0,-65925.0,78.0,-55563319.0,27.0,339.0,29.0,3.0
-1701.0,-65925.0,78.0,-55563319.0,7.0,140.0,12.0,3.0
1700.0,65952.0,-4.0,7610598.0,36.0,326.0,31.0,3.0
1635.0,60663.0,53.0,618377.0,25.0,143.0,9.0,3.0
-5.0,-137.0,25.0,14668475.0,38.0,46.0,5.0,3.0
1649.0,64381.0,-59.0,19648158.0,65.0,8.0,4.0,3.0
1642.0,64515.0,-103.0,13032914.0,31.0,39.0,5.0,3.0
-6.0,-141.0,40.0,11330364.0,15.0,342.0,24.0,1.0
-6.0,-141.0,40.0,11330364.0,6.0,470.0,16.0,1.0
-1542.0,-59281.0,17.0,87320.0,25.0,32.0,5.0,3.0
-1542.0,-59281.0,17.0,87320.0,24.0,180.0,10.0,3.0
-2.0,-50.0,81.0,-11235324.0,64.0,29.0,4.0,3.0
-2.0,-50.0,81.0,-11235324.0,64.0,29.0,4.0,3.0
1477.0,56058.0,-50.0,2422710.0,74.0,114.0,12.0,3.0
1478.0,57586.0,18.0,410606.0,87.0,31.0,4.0,3.0
1478.0,57586.0,18.0,410606.0,74.0,51.0,21.0,3.0
0.0,0.0,6.0,-766.0,69.0,13.0,4.0,3.0
1397.0,52675.0,5.0,7107771.0,0.0,155.0,8.0,3.0
1397.0,52675.0,5.0,7107771.0,6.0,102.0,10.0,2.0
1397.0,52675.0,5.0,7107771.0,27.0,219.0,13.0,2.0
1397.0,52675.0,5.0,7107771.0,23.0,350.0,28.0,3.0
1268.0,51020.0,-28.0,13791728.0,55.0,108.0,12.0,3.0
1268.0,51020.0,-28.0,13791728.0,0.0,991.0,36.0,3.0
1234.0,49532.0,14.0,3631253.0,4.0,476.0,22.0,3.0
1216.0,49223.0,-28.0,631153.0,27.0,337.0,24.0,3.0
1084.0,43048.0,34.0,79398.0,4.0,221.0,21.0,3.0
974.0,38579.0,40.0,145242.0,30.0,108.0,14.0,2.0
974.0,38579.0,40.0,145242.0,47.0,6.0,4.0,3.0
974.0,38579.0,40.0,145242.0,28.0,111.0,14.0,2.0
974.0,38579.0,40.0,145242.0,38.0,8.0,4.0,3.0
996.0,40761.0,31.0,4247453.0,0.0,983.0,36.0,3.0
973.0,39977.0,66.0,140464.0,41.0,29.0,5.0,1.0
973.0,39977.0,66.0,140464.0,14.0,25.0,4.0,3.0
943.0,38490.0,-6.0,1074058.0,26.0,167.0,7.0,2.0
930.0,38383.0,12.0,1679590.0,0.0,489.0,11.0,3.0
930.0,38383.0,12.0,1679590.0,17.0,96.0,5.0,1.0
875.0,32687.0,10.0,-6875.0,16.0,340.0,30.0,3.0
866.0,32564.0,8.0,4664101.0,8.0,278.0,14.0,3.0
865.0,32510.0,-7.0,4552428.0,60.0,11.0,4.0,3.0
844.0,31899.0,9.0,541920.0,70.0,122.0,25.0,3.0
788.0,29534.0,-56.0,4951715.0,0.0,78.0,9.0,2.0
788.0,29534.0,-56.0,4951715.0,11.0,176.0,14.0,3.0
788.0,29534.0,-56.0,4951715.0,37.0,54.0,8.0,3.0
788.0,29534.0,-56.0,4951715.0,30.0,17.0,4.0,3.0
788.0,29534.0,-56.0,4951715.0,25.0,627.0,50.0,3.0
781.0,29263.0,-22.0,3838698.0,100.0,0.0,4.0,3.0
781.0,29263.0,-22.0,3838698.0,70.0,50.0,10.0,2.0
781.0,29263.0,-22.0,3838698.0,97.0,1.0,9.0,3.0
781.0,29263.0,-22.0,3838698.0,74.0,8.0,4.0,3.0
701.0,26154.0,8.0,5953668.0,7.0,25.0,4.0,3.0
701.0,26154.0,8.0,5953668.0,40.0,30.0,6.0,3.0
701.0,26154.0,8.0,5953668.0,45.0,10.0,4.0,3.0
701.0,26154.0,8.0,5953668.0,22.0,151.0,34.0,3.0
727.0,27943.0,-33.0,4702518.0,0.0,446.0,17.0,1.0
714.0,27736.0,5.0,855722.0,52.0,6.0,4.0,3.0
-148.0,-15574.0,23.0,44578.0,8.0,140.0,11.0,2.0
-651.0,-23917.0,-22.0,3029.0,70.0,8.0,4.0,3.0
-649.0,-23900.0,47.0,59072.0,14.0,195.0,8.0,3.0
