commit,line,message,time,ngram,leven,code,flag
-1206.0,-75734.0,11.0,54927.0,8.0,200.0,12.0,1.0
-1206.0,-75734.0,11.0,54927.0,8.0,416.0,44.0,1.0
-1206.0,-75734.0,11.0,54927.0,57.0,31.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,33.0,333.0,29.0,1.0
-1206.0,-75734.0,11.0,54927.0,0.0,94.0,8.0,1.0
-1206.0,-75734.0,11.0,54927.0,27.0,122.0,10.0,3.0
-1206.0,-75734.0,11.0,54927.0,39.0,69.0,9.0,3.0
-1206.0,-75734.0,11.0,54927.0,56.0,33.0,7.0,3.0
-1206.0,-75734.0,11.0,54927.0,34.0,358.0,26.0,1.0
-1206.0,-75734.0,11.0,54927.0,13.0,62.0,8.0,3.0
